,department,institution,first_name,middle_name,last_name,title,year
15170,computer science,california polytechnic state university,alex,,dekhtyar,report on the first vldb workshop on management of uncertain data mud,2007
15171,computer science,california polytechnic state university,alex,,dekhtyar,uncertainty as the source of knowledge transfer opportunity,2007
15172,computer science,california polytechnic state university,alex,,dekhtyar,algorithms for management of document centric xml data,2005
15173,computer science,california polytechnic state university,alex,,dekhtyar,structured queries for semistructured probabilistic data,2006
15174,computer science,california polytechnic state university,alex,,dekhtyar,sistemas e metodos para rastreamento de preferencias de gosto do consumidor,2019
15175,computer science,california polytechnic state university,alex,,dekhtyar,book review vicious circles by jon barwise and lawrence moss cambridge university press 1996,1998
15176,computer science,california polytechnic state university,alex,,dekhtyar,semistructured probalistic databases,2001
15177,computer science,california polytechnic state university,alex,,dekhtyar,probabilistic temporal databases ii calculus and query processing,2001
15178,computer science,california polytechnic state university,alex,,dekhtyar,when plans distinguish bayes nets,2003
15179,computer science,california polytechnic state university,alex,,dekhtyar,review of reasoning about knowledge by ronald fagin joseph halpern yoram moses and moshe vardi,1997
15180,computer science,california polytechnic state university,alex,,dekhtyar,building tools for image based electronic editions,2005
15181,computer science,california polytechnic state university,alex,,dekhtyar,scalable uncertainty management,2015
15182,computer science,california polytechnic state university,alex,,dekhtyar,reasoning with probabilities and time,2000
15183,computer science,california polytechnic state university,alex,,dekhtyar,partial automation of requirements tracing,2006
15184,computer science,california polytechnic state university,alex,,dekhtyar,edition production technology an eclipse based platform for building image based electronic editions,2005
15185,computer science,california polytechnic state university,alex,,dekhtyar,robust requirements tracing via internet search technology improving an iv and v technique phase 2,2004
15186,computer science,california polytechnic state university,alex,,dekhtyar,proceedings of the first international vldb workshop on management of uncertain data,2007
15187,computer science,california polytechnic state university,alex,,dekhtyar,multihierarchical xquery for document centric xml,2006
15188,computer science,california polytechnic state university,alex,,dekhtyar,pr edictor models,2005
15189,computer science,california polytechnic state university,alex,,dekhtyar,concurrent markup hierarchies a computer science approach,2005
15190,computer science,california polytechnic state university,alex,,dekhtyar,management of data for building electronic editions of historic manuscripts,2003
15191,computer science,california polytechnic state university,alex,,dekhtyar,multiplicative linear logic for resource transformation nets,1994
15192,computer science,california polytechnic state university,alex,,dekhtyar,processing xml documents with overlapping hierarchies,2005
15193,electrical engineering,california polytechnic state university,ahmad,,nafisi,a multidisciplinary design project in energy conversion electromagnetics course,2007
15194,electrical engineering,california polytechnic state university,ahmad,,nafisi,output current ripple factor performance of half wave rectifier with and without freewheeling diode,2000
15195,electrical engineering,california polytechnic state university,ahmad,,nafisi,modeling and load flow analysis of a microgrid laboratory,2019
15196,electrical engineering,california polytechnic state university,ahmad,,nafisi,combined student evaluation and competition class work,2017
15197,biology,california polytechnic state university,jennifer,,vanderkelen,pyroprinting a rapid and flexible genotypic fingerprinting method for typing bacterial strains,2014
15198,biology,california polytechnic state university,jennifer,,vanderkelen,short communication typing and tracking bacillaceae in raw milk and milk powder using pyroprinting,2016
15199,biology,california polytechnic state university,jennifer,,vanderkelen,leveraging the k nearest neighbors classification algorithm for microbial source tracking using a bacterial dna fingerprint library,2015
